id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,target
69531,0,0,0,0,0,0,0,0,9,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_8
108887,0,1,0,0,0,1,0,12,0,0,1,0,1,4,4,0,3,0,4,1,6,0,0,2,0,10,0,1,0,2,0,0,0,0,0,7,0,1,5,0,0,3,2,1,0,0,0,0,4,0,0,0,0,1,6,1,2,0,0,0,7,0,1,1,2,0,0,5,0,2,0,0,0,1,0,Class_3
18922,0,0,1,8,0,0,2,0,7,1,1,0,2,0,5,1,12,0,6,21,1,6,0,0,0,1,0,2,2,1,0,3,2,1,0,0,0,1,0,0,0,0,1,2,0,6,0,0,0,0,9,0,2,9,1,2,3,10,1,2,2,0,1,1,0,1,0,1,1,0,3,0,3,0,0,Class_9
87865,0,1,1,2,0,0,0,2,1,0,1,0,7,1,12,1,1,0,2,12,1,0,0,3,0,149,0,2,0,1,0,1,0,0,0,0,0,2,0,3,3,0,0,4,3,0,0,0,2,0,1,1,4,1,0,10,1,0,0,2,3,0,1,0,0,2,0,2,0,1,4,0,3,0,0,Class_8
86979,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,11,0,0,0,0,0,0,1,0,0,1,Class_2
4734,0,10,0,1,0,0,0,1,0,1,0,0,2,0,7,0,0,1,2,39,0,0,0,1,0,2,0,0,0,0,0,9,0,0,0,0,1,1,2,3,1,0,1,6,2,2,0,0,0,0,2,0,1,4,8,2,0,0,1,1,0,0,3,1,5,0,0,21,0,0,18,0,0,0,0,Class_9
18850,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,1,2,8,0,0,0,0,1,0,2,1,0,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,2,1,0,0,27,0,0,0,1,0,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,Class_7
34248,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,2,1,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,Class_3
23511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,3,0,0,0,0,12,0,1,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Class_6
183893,0,0,0,0,0,0,0,0,2,0,15,1,8,2,1,0,3,3,0,3,0,0,0,0,0,0,2,38,0,4,3,2,4,8,0,0,0,0,9,6,3,2,0,3,0,0,0,0,37,2,1,0,1,5,0,0,1,0,0,5,0,0,6,0,0,19,0,0,1,0,0,1,0,0,0,Class_6
114965,0,0,0,0,0,0,1,0,1,0,1,0,1,0,4,1,6,0,0,109,0,0,0,5,2,6,10,2,1,0,0,3,0,1,0,0,0,2,15,0,1,0,1,3,0,0,2,0,0,0,0,1,2,0,23,1,1,2,2,1,0,2,1,0,0,1,0,64,0,0,3,3,1,1,0,Class_8
162653,0,5,2,4,0,1,3,0,1,0,2,0,6,0,6,68,1,0,1,52,3,1,0,0,1,1,0,0,0,0,1,12,1,33,2,0,0,1,0,1,2,6,2,3,0,4,1,0,4,0,2,0,0,0,41,1,4,0,2,0,4,1,7,41,0,0,4,56,0,1,6,1,1,0,0,Class_6
136303,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Class_6
190432,0,0,1,0,0,0,13,2,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Class_6
54585,0,0,21,8,1,0,0,7,0,0,0,1,0,0,0,0,0,0,1,12,1,0,0,0,4,2,0,0,3,1,1,1,0,0,0,0,0,0,6,1,0,0,0,3,0,0,0,0,0,0,2,1,0,2,7,17,1,1,4,3,0,0,0,0,1,0,0,0,2,1,0,1,0,6,0,Class_7
72199,0,4,18,2,0,0,0,0,4,0,0,0,1,0,1,0,2,0,4,14,1,4,0,0,0,0,0,0,2,0,0,1,52,1,0,1,0,4,0,1,2,0,0,6,5,0,0,0,0,0,16,7,0,2,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,Class_9
171146,0,0,0,0,0,0,0,2,0,1,4,0,2,0,5,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Class_7
123350,1,0,5,0,0,0,0,2,1,1,12,0,9,2,12,61,0,0,2,8,7,0,7,1,0,0,1,0,2,0,6,3,4,1,0,1,2,1,0,1,4,2,0,4,0,0,5,0,4,1,2,2,1,3,29,0,2,1,0,8,1,0,2,54,0,37,0,0,4,12,1,1,0,30,0,Class_3
106920,0,1,1,1,0,0,0,0,7,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,2,0,1,2,0,1,0,0,1,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,Class_6
107035,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,5,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,1,1,0,4,0,0,0,6,1,1,1,1,0,0,1,0,1,1,0,0,0,0,Class_8
120678,1,0,2,0,1,0,0,6,0,0,0,0,7,0,3,0,5,0,2,23,1,0,0,0,1,4,0,0,2,0,1,0,0,2,1,0,0,0,0,2,0,0,2,0,6,0,0,0,0,0,0,0,0,0,51,0,1,1,1,1,0,0,2,5,1,6,0,0,3,0,0,0,0,0,0,Class_8
17587,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,Class_4
181295,4,0,0,0,0,2,0,0,0,0,3,0,3,0,1,0,2,0,0,3,1,2,0,0,0,7,1,0,1,0,1,2,0,0,1,1,4,0,0,2,0,0,1,1,0,0,0,0,1,0,9,1,0,0,2,0,2,1,1,2,0,0,0,0,0,4,0,0,1,0,1,2,0,0,0,Class_8
18294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_2
114357,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,Class_1
163323,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,4,1,0,0,0,2,0,0,0,0,0,0,1,0,3,0,1,0,1,1,0,1,0,8,0,9,1,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,Class_3
13131,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,Class_8
16902,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
156525,0,0,5,68,2,7,0,2,0,2,1,0,6,0,3,0,1,0,0,0,5,0,4,2,2,3,1,1,1,3,0,1,0,0,1,0,0,1,0,22,6,1,0,7,1,5,7,0,3,0,3,2,6,1,3,42,2,1,1,0,0,0,0,3,2,1,0,1,1,0,1,0,1,0,0,Class_8
153693,1,22,6,0,0,0,2,0,3,2,0,0,4,1,2,0,7,0,2,24,0,3,0,2,0,0,4,0,64,2,17,0,74,6,0,1,0,3,4,0,1,1,15,6,1,20,1,50,0,1,1,0,0,2,0,64,1,0,0,3,0,0,1,3,0,0,0,0,3,1,2,0,2,12,5,Class_2
17049,0,0,2,0,0,0,0,3,3,0,0,0,3,1,1,0,1,0,3,5,0,1,8,2,0,1,0,0,4,2,0,1,2,1,1,0,0,2,2,0,0,0,0,12,1,0,1,0,1,5,14,1,0,1,4,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,8,3,0,Class_6
55910,1,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,10,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Class_3
3954,24,14,1,0,0,1,29,25,0,8,0,5,0,0,1,2,7,0,2,29,0,3,0,0,2,0,1,1,42,57,0,1,0,5,0,3,0,21,10,4,1,1,2,2,1,0,0,1,0,0,4,0,3,2,11,18,2,0,0,5,1,1,0,2,2,0,0,0,0,0,0,2,1,67,1,Class_4
81659,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
9014,2,2,0,2,2,2,0,1,0,0,5,1,7,1,1,0,1,0,1,59,3,0,0,0,0,3,1,0,1,1,8,4,2,5,2,0,6,0,0,6,25,1,1,25,1,2,1,1,6,1,2,2,1,3,33,1,3,0,1,1,0,1,7,67,20,17,0,1,2,0,2,4,5,16,42,Class_4
167136,1,0,0,0,0,0,2,1,0,0,4,1,0,0,0,0,0,0,2,11,2,1,0,0,0,0,0,0,1,0,0,0,0,9,1,0,1,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,Class_2
18846,0,1,1,2,0,0,0,3,1,8,0,0,3,1,4,0,1,1,2,8,0,10,0,0,0,5,0,0,0,2,0,1,0,0,2,1,0,2,0,1,2,2,1,4,1,1,0,0,1,0,2,2,0,1,7,1,5,4,1,0,0,0,0,0,3,1,0,5,1,0,1,0,1,1,0,Class_6
81504,0,0,0,0,0,6,0,0,0,8,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,5,0,1,2,4,0,1,21,3,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,30,0,0,0,0,0,0,0,1,0,0,1,1,0,Class_8
173560,0,0,1,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,7,0,0,2,0,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,1,0,1,1,0,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,Class_9
115002,1,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,9,0,0,3,0,0,0,2,0,0,15,0,3,1,0,0,1,0,1,0,0,3,6,0,0,0,0,0,0,4,2,0,5,1,53,0,0,2,4,1,0,0,3,1,0,1,1,0,2,0,0,8,2,1,Class_6
135912,0,0,9,7,1,0,0,1,2,2,1,0,1,0,3,0,4,0,5,20,1,0,1,1,0,9,0,2,0,1,0,4,0,0,2,1,0,1,2,4,0,0,0,10,0,0,0,1,0,0,0,1,3,1,3,1,6,2,0,1,1,0,4,0,0,1,0,1,0,0,1,0,0,0,0,Class_8
46949,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_9
125329,0,0,0,0,0,0,4,0,0,0,3,0,1,1,3,0,0,0,0,3,2,0,0,0,0,5,1,0,4,0,0,0,0,0,2,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,40,2,0,1,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,Class_8
145960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_2
43679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,Class_2
101942,0,0,2,4,1,0,0,0,0,3,0,0,5,0,7,0,0,0,1,158,0,5,0,0,1,0,2,1,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,9,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,2,1,0,1,0,0,1,0,1,0,3,Class_6
82976,0,1,4,9,1,0,0,3,0,1,1,0,8,1,0,4,2,0,1,7,0,0,0,1,2,41,0,0,0,0,2,0,0,0,1,6,1,29,0,0,1,0,0,0,1,4,1,0,1,0,3,35,1,1,14,0,4,0,0,0,2,1,4,5,2,16,1,1,0,0,1,0,2,2,0,Class_8
169662,0,0,1,2,0,0,0,0,0,3,1,0,2,6,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,1,0,4,1,0,0,2,0,0,1,0,3,0,1,Class_1
191753,0,0,1,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,4,0,0,0,0,0,Class_8
119552,0,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,Class_8
2379,0,0,8,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,1,5,1,3,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_9
58281,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,74,11,0,0,14,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,12,0,2,0,2,0,0,1,0,0,3,3,1,5,0,8,2,0,1,8,0,0,6,0,0,8,0,19,0,1,0,0,0,0,1,2,0,3,0,0,Class_2
165059,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_9
48583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_9
97970,0,0,0,0,3,0,0,2,0,0,0,0,4,0,18,0,2,0,0,15,0,1,0,1,0,8,1,0,0,1,2,4,0,1,1,2,0,0,0,2,1,0,0,9,0,1,0,0,1,0,2,9,0,4,2,0,0,0,0,1,2,0,2,0,0,28,0,1,0,3,1,0,0,47,0,Class_6
171634,1,0,0,5,0,3,25,0,0,2,1,0,9,1,2,0,1,1,4,7,1,1,0,0,0,0,0,0,0,0,0,3,0,1,1,3,16,0,0,3,0,3,2,1,1,0,1,0,0,0,1,1,0,3,5,0,0,0,2,3,2,0,5,0,4,0,0,2,26,0,2,0,1,0,2,Class_7
30418,0,2,1,0,0,1,0,0,0,1,3,0,5,0,1,0,7,1,2,12,2,0,0,0,0,0,0,0,8,0,0,2,0,6,1,2,0,3,0,0,0,1,2,3,0,2,0,0,0,0,8,0,0,2,6,6,0,2,0,0,6,0,4,2,0,2,0,0,0,0,0,1,3,0,0,Class_6
197925,0,0,0,1,0,2,0,0,0,0,0,0,5,0,0,0,0,0,3,3,1,0,0,0,0,6,2,1,1,0,0,2,0,2,0,0,1,2,11,1,8,0,33,1,3,0,0,0,0,0,0,2,1,0,11,0,0,0,0,0,0,0,2,0,0,1,1,0,0,7,0,1,0,0,1,Class_3
198057,0,1,0,1,0,0,0,0,0,1,0,0,5,5,0,0,0,0,0,2,0,0,0,0,1,1,0,1,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,4,1,3,0,1,0,1,5,0,1,3,0,0,1,0,0,1,0,4,0,5,0,0,0,0,0,Class_8
173552,0,19,1,0,0,0,0,0,0,0,6,0,3,1,0,0,0,1,0,14,3,6,1,1,0,0,0,2,3,1,0,3,0,3,0,0,0,11,1,0,0,4,0,20,0,1,1,0,2,13,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,Class_8
20061,0,1,1,0,0,0,0,1,0,1,0,0,6,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,2,4,0,0,2,0,0,0,0,2,4,0,1,0,0,6,1,0,0,0,0,0,1,0,0,2,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,Class_6
199892,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,19,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,6,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0,5,0,0,0,1,0,4,1,0,0,Class_8
164776,0,0,0,0,0,0,2,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,Class_2
46711,1,3,2,4,0,1,3,1,0,2,14,0,3,0,3,1,3,0,2,53,1,23,2,2,0,9,0,1,0,0,2,4,0,2,0,0,0,3,29,0,2,8,0,15,0,1,0,53,0,0,4,1,0,1,33,0,10,4,0,1,4,0,5,44,2,4,0,0,0,4,0,4,1,2,1,Class_6
45815,1,1,1,0,0,1,0,4,2,0,0,0,4,0,0,1,2,0,0,2,0,0,2,0,0,6,0,0,3,0,0,2,0,0,0,2,0,3,0,8,0,2,1,3,0,1,5,0,0,0,1,0,0,0,35,10,1,0,0,4,0,0,0,0,0,5,0,0,0,3,2,0,1,0,4,Class_6
149469,0,0,23,1,5,0,0,0,0,0,1,0,1,0,3,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,9,0,2,0,0,0,0,1,0,2,1,1,0,0,0,1,0,1,41,0,0,0,0,0,0,0,0,2,1,0,0,1,Class_6
198751,1,0,0,1,0,1,0,0,0,1,0,0,10,4,4,0,3,0,0,24,1,0,0,0,1,1,0,0,0,6,0,0,5,1,1,0,2,0,0,1,7,2,0,1,0,0,0,0,0,0,9,1,0,0,2,16,0,0,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,Class_8
142131,4,2,0,5,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,3,0,1,2,2,0,29,7,12,1,0,0,4,2,0,0,2,2,0,1,1,0,1,12,0,1,0,0,0,0,1,2,0,3,1,0,1,0,0,0,1,0,0,0,Class_2
161795,0,3,4,1,0,0,0,1,0,1,5,1,7,0,0,1,0,0,2,4,1,0,0,1,0,1,2,27,22,0,9,1,30,0,0,1,0,23,8,0,1,2,5,0,0,2,0,2,16,0,0,30,0,5,5,0,1,0,0,0,0,0,0,35,4,0,0,4,1,1,0,2,2,0,0,Class_3
193319,2,0,1,0,0,1,0,1,0,0,1,2,3,34,2,0,0,0,5,3,1,0,18,0,11,5,0,1,1,7,3,1,2,18,1,2,0,0,32,0,0,0,2,9,0,0,84,22,0,2,9,0,1,23,68,0,4,0,0,4,0,5,0,56,0,0,0,0,17,2,13,0,1,4,0,Class_1
28921,3,0,0,0,1,2,2,0,1,0,1,0,1,0,5,4,1,0,0,1,6,0,0,0,0,2,1,0,0,0,2,8,0,4,0,0,0,1,0,0,0,6,0,6,4,0,0,0,0,0,2,2,3,0,0,23,0,0,2,1,0,0,7,0,2,1,0,1,0,0,0,0,0,1,1,Class_8
151569,2,0,4,1,0,2,0,1,2,0,0,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,5,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Class_8
50843,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_1
54661,0,0,0,0,0,0,6,0,0,0,2,2,0,3,0,0,0,0,0,0,1,0,0,12,0,1,0,2,0,0,1,7,5,0,0,1,0,4,13,2,0,0,0,13,0,0,0,0,0,15,3,0,0,0,8,0,4,0,0,1,1,0,0,0,0,2,0,1,2,5,0,0,0,0,0,Class_8
107404,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,22,0,4,0,0,2,2,1,0,0,0,0,2,0,1,2,0,0,0,0,1,0,1,6,8,0,0,0,0,0,0,0,2,3,0,0,10,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,Class_1
33331,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,4,2,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,Class_6
122504,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,4,0,0,0,0,0,1,0,0,0,0,0,Class_2
76601,1,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,19,2,1,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Class_4
115572,0,1,0,0,0,0,0,0,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,2,2,0,0,0,4,0,0,0,0,1,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,Class_7
97886,0,0,17,0,0,1,0,0,0,0,0,4,0,7,2,0,0,0,0,0,0,1,0,0,1,0,4,0,1,4,2,0,63,2,0,0,0,0,14,2,0,4,6,1,0,0,0,0,0,0,1,0,0,0,17,0,1,0,3,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,3,Class_8
71398,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Class_3
127161,0,0,10,2,0,0,0,1,10,5,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,1,0,0,3,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Class_7
18483,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Class_6
93586,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,Class_8
138310,0,2,6,18,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,1,0,0,3,2,0,0,0,0,1,0,1,8,0,0,0,0,0,0,2,2,2,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,6,0,0,0,4,1,2,0,1,0,0,0,0,0,0,0,0,2,0,Class_6
100033,5,0,0,2,0,0,0,1,7,0,1,0,2,0,1,0,15,1,4,0,0,0,0,22,31,0,1,0,0,0,0,2,0,0,4,0,2,2,1,0,2,65,0,5,0,0,59,0,1,0,1,3,0,18,3,0,2,0,0,0,1,0,0,0,0,0,3,4,2,0,0,0,1,0,1,Class_6
